content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"No APP não consigo colocar um comando de voz em primeiro na rotina, sempre fica por último",4,0,2.2.430534.0,2021-10-26 18:38:20,,
Espetacular funções e super inteligente,5,0,2.2.427576.0,2021-10-11 20:49:59,,
o aplicativo e maravilhosa muito bom mesmo bem específico,5,0,2.2.436689.0,2021-11-24 18:07:07,,
Eficiente e pratico,5,0,2.2.436689.0,2021-12-01 19:07:57,,
"Eu gosto deste aplicativo ,utilizo nas minhas automações e ele responde muito bem aos comandos",5,0,2.2.427576.0,2021-10-11 20:03:43,,
Excelente! excepcional! eficiente!,5,0,2.2.436689.0,2021-11-30 10:45:15,,
"Extraordinária, ótimo, exlente.",5,0,2.2.430534.0,2021-10-27 05:25:48,,
"Adorei o presente que ganhei, a Alexa é uma excelente tecnologia que preenche meus momentos no dia a dia. Obrigado 👏☺️",5,0,2.2.430534.0,2021-10-22 11:45:49,,
App ótimo para quem tem alexa mas funciona para que não tem alexa,5,0,2.2.435197.0,2021-11-11 16:02:54,,
Bom. Mas poderia ser mais intuitivo,4,0,2.2.436689.0,2021-11-29 08:20:36,,
Tô muito satisfeito com o ecossistema Alexa,5,0,2.2.436689.0,2021-12-07 12:30:49,,
"Sem comentários, é simplesmente perfeita!",5,0,2.2.436689.0,2021-11-29 12:13:15,,
Excelente app as funcionalidades são show,5,0,2.2.427576.0,2021-10-18 19:30:51,,
"Sensacional, app muito bom, e q alexa é top!",5,0,2.2.427576.0,2021-10-09 21:38:25,,
Ótimo aplicativo. A leitura dos livros é muito boa.,5,0,2.2.432925.0,2021-11-03 20:49:44,,
"Das melhores App. Pena ao emparelhar com a broadlink, se tiver lá um ar condicionado passa-o como termostato deixamos de ter opções na Alexa como por em quente ou frio.",5,7,2.2.423409.0,2021-09-21 18:18:43,,
Ótimo App incrível a inteligência artificial da Alexa e surpreendente ..,4,0,2.2.427576.0,2021-10-08 20:32:50,,
Top!!! Muito fácil para usar!!!,5,0,2.2.436689.0,2021-11-30 22:36:20,,
Apresenta alguns erros porém trás muitas soluções de smart home.,4,0,2.2.427576.0,2021-10-21 21:18:54,,
Simples e eficiente,4,0,2.2.432925.0,2021-10-28 20:59:09,,
Gostamos muito de brincar com ela. Minha esposa acha ela muito burrinha. Ri um monte.,5,0,2.2.432925.0,2021-11-06 11:33:32,,
Perfeito para automações e também muito fácil de usar. Recomendo para que quiser fazer uma automação grande de um jeito fácil. 👍👍,5,0,2.2.416420.0,2021-08-30 11:41:17,,
"muito simples de usar, nota 10",5,0,2.2.436689.0,2021-12-01 06:25:00,,
Aplicativo muito bom e útil. Gostei e recomendo.,5,1,2.2.435197.0,2021-11-12 23:47:07,,
Excelente! Minha casa ganhou vida depois da chegada dela.,5,0,2.2.432925.0,2021-11-06 12:12:13,,
"aprendendo a utilizar ainda, mais aparentemente muito bom o app",4,0,2.2.436689.0,2021-12-04 21:12:15,,
Aplicativo fácil de usar,5,0,2.2.436689.0,2021-11-30 13:42:04,,
"Amo a Alexa, tenho 2, ótimo pra quem gosta de rotinas e tecnologia",5,0,2.2.430534.0,2021-10-24 22:00:17,,
Aplicativo mto bom! Consegui configurar a TV e a Luz da sala. Td funcionando perfeitamente.,5,0,2.2.422256.0,2021-09-21 18:13:42,,
O app seria extraordinário se desse para falar com a assistente em qualquer tela do celular. Mas é ótimo,5,0,2.2.423409.0,2021-09-22 20:11:20,,
"Amo a Alexa. Só não foi a causa de destruir meu namoro, mas sempre deixei claro que ela era minha ""amante virtual""",5,0,2.2.423409.0,2021-09-30 16:02:44,,
Adoro minha Alexa. Estou aos poucos automatizando a casa,5,0,2.2.427576.0,2021-10-20 18:58:38,,
"Muito bom, o problema é que é muito lento. Precisa de otimização ;)",4,0,2.2.423409.0,2021-09-26 12:50:43,,
Adoro este aplicativo! Muito bom!,5,0,2.2.436689.0,2021-12-03 10:11:36,,
"gostei, mais a automação requer paciência.",5,0,2.2.436689.0,2021-12-02 15:11:42,,
Excelente! Pouco intuitivo ainda. Mas tá ficando cada dia melhor!,4,0,2.2.422256.0,2021-09-19 13:23:53,,
Muito bommm Não deu nada no meu celular só coisa boa perfeita demais sério,4,0,2.2.427576.0,2021-10-08 18:32:38,,
No momento estou gostando 👍só que eu tentei colocar os alarme com música e ela não faz😔mas fora isso está funcionando bem.,5,0,2.2.423409.0,2021-09-29 15:55:49,,
"Prezados, algumas radios nao estam sendo reproduzidas, com band news-rio-Sp e outras radios do sistema band como bandeirantes 840 etc, por favor corrijam o player",4,0,2.2.422256.0,2021-09-12 16:15:41,,
Funciona super bem e é muito útil quando estou chegando em casa ou viajando.,5,0,2.2.422256.0,2021-09-19 18:04:04,,
Ótimo app nunca tive problemas. As crianças adoram.,5,0,2.2.427576.0,2021-10-09 07:33:46,,
"Muito eficiente, pelo menos por hora está atendendo minhas expectativas",5,0,2.2.422256.0,2021-09-11 20:16:39,,
"Excelentes recursos, funciona perfeitamente Com o echo dog 4 a automação ficou perfeita",5,0,2.2.422256.0,2021-09-16 23:42:32,,
"Acho muito útil, facilita o dia a dia. Minha Echo Dot Alexa tudo de bom!",5,0,2.2.421843.0,2021-09-10 15:09:08,,
A Amazon fez um ótimo trabalho pra colocar a Alexa pra telefone,5,0,2.2.432925.0,2021-11-08 10:37:47,,
"Eu ja uso o app e também os aparelhos echo já uns anos e tenho gostado muito ,principalmente com as novas atualizações tem ficado muito bom o app. Parabéns pelo app.",5,0,2.2.423409.0,2021-09-22 06:56:41,,
"Não é sempre que reconhece os comandos por voz, compreende palavras de forma errada.",4,0,2.2.422256.0,2021-09-12 11:16:00,,
Meia hora tentando conectar um dispositivo sem me informar que precisava atualizar...,4,0,2.2.435197.0,2021-11-10 16:55:29,,
Ótima aplicativo divertido análise de corno mas trava de mais de uma melhorada por favor,5,0,2.2.435197.0,2021-11-15 10:23:08,,
"Muito bom, aplicativo intuitivo e de fácil manuseio",5,0,2.2.422256.0,2021-09-21 10:25:52,,
aplicativo super legal até agora funciona tudo direitinho merece as 5 estrela,5,0,2.2.435197.0,2021-11-11 01:05:13,,
"ele é bom, mais quando eu quero ouvir uma música específica, ele pede pra assinar o Amazon music plus",4,0,2.2.435197.0,2021-11-16 10:06:47,,
Alexa é top recomendo. E o aplicativo é show.,5,0,2.2.427576.0,2021-10-15 12:30:04,,
"Eu gostei muito e como uma secretaria eletrônica ela me passa a agenda e os compromissos importantes, me lembra das medicações que tenho que repassar para a minha mãe.",5,0,2.2.422256.0,2021-09-20 19:49:33,,
"Fácil de usar e bem intuitivo, não tem dificuldade de criar as rotinas.",4,0,2.2.422256.0,2021-09-10 20:05:23,,
Muito bom e fácil de usar mas complicado de localizar funções dentro do app,4,0,2.2.423409.0,2021-09-24 11:19:32,,
Muito boa Alexandre auxilia meu filho nas tarefas da escola e nas tarefas de casa com o despertador.,5,0,2.2.427576.0,2021-10-19 17:07:32,,
"Muito bom ,legal , explica de uma forma boa, gostei muito",5,0,2.2.427576.0,2021-10-12 22:25:46,,
"Gosto do App, simples e objetiva",5,0,2.2.432925.0,2021-11-23 12:27:31,,
"Muito bom, mais podia botar mais funções como modo vigia e entre outros aqui no Brasil eu ia adorar continuar assim sempre terá minha 5 estrelas.",5,0,2.2.423409.0,2021-09-27 14:09:38,,
Aplicativo ótimo e a IA é perfeita,5,0,2.2.432925.0,2021-11-26 20:06:54,,
Fiquei surpreso e feliz com as opções oferecidas pelo dispositivo. É sensacional.,5,0,2.2.422256.0,2021-09-22 16:35:17,,
"ela vive pedinte desculpa, dizendo que não pode acessar o Amazon music no momento",4,1,2.2.436689.0,2021-12-07 16:55:59,,
Após 635 tentativas continuo sem conseguir configurar o echo dot 4ª geração porque não emparelha com Wifi,5,0,2.2.436689.0,2021-12-04 20:35:58,,
"Até o momento, amando o dispositivo, que agiliza e deixa várias tarefas mais práticas.",5,0,2.2.421843.0,2021-09-10 12:05:06,,
"É um ótimo app, porém da algumas travadinhas!",5,0,2.2.436689.0,2021-11-29 19:15:34,,
"Sensacional demais, facilita muito o dia a dia",5,0,2.2.427576.0,2021-10-16 10:24:47,,
"Poderia escolher a música que quisesse tocar pelo celular, e assim reproduziria pela Alexa.",4,0,2.2.422256.0,2021-09-19 15:38:36,,
Mto bom de uso simples e prático.,5,0,2.2.426944.0,2021-10-04 18:28:06,,
Perfeito. facilita no dia a dia,5,0,2.2.436689.0,2021-12-04 17:51:55,,
Ótimo aplicativo! Fácil instalação. Super útil. Gostei muito 👏👏👏👏👏👏,5,0,2.2.423409.0,2021-09-28 22:29:45,,
Para mim a melhor assistente virtual.,5,0,2.2.435197.0,2021-11-15 18:50:52,,
"O app está ótimo, seria interessante se tivéssemos a possibilidade de criar macros.",5,2,2.2.422256.0,2021-09-21 10:45:56,,
"Muito bom. Agora depende do dispositivo, ela prescisa estar no app.as ainda assim é muito prática.",5,0,2.2.422256.0,2021-09-19 11:33:44,,
É Alguém me pode ajudar se é possível a passar configurações da app para português?,4,0,2.2.436689.0,2021-12-07 15:03:09,,
"E muito legal, só queria que quando fala-se Alexa ela abri altomaticamete",4,0,2.2.426944.0,2021-10-05 00:06:26,,
ainda aguardando a mudança de voz como já acontece lá fora.,4,0,2.2.435197.0,2021-11-19 17:48:57,,
É muito bom porem falta como opção de APP de música o YouTube Music,4,0,2.2.435197.0,2021-11-14 10:52:35,,
Muito Bom alexa pro meu celular eu tenho alexa e google assistente no meu celular,5,0,2.2.435197.0,2021-11-16 00:10:47,,
Poderia ser mais intuitivo.,4,0,2.2.436689.0,2021-12-01 04:23:29,,
"Curti a experiência que traz, prático e simples de explorar",5,0,2.2.423409.0,2021-09-27 21:01:57,,
"o aplicativo é muito bom, travando apenas algumas vezes",5,0,2.2.436689.0,2021-12-03 14:37:45,,
Bom..mais não acha nada de música tudo encontra errado...,4,0,2.2.427576.0,2021-10-16 16:16:05,,
"Muito bom, só acho que deveria ter como chamar a Alexa por comando de voz sem estar no aplicativo",4,1,2.2.422256.0,2021-09-16 23:23:07,,
Não há nada tão completo para um usuário básico,5,0,2.2.436689.0,2021-12-01 11:41:51,,
Alexa ótimo seria melhor se tivesse Bateria mesmo com pouca duração,5,0,2.2.436689.0,2021-12-03 10:18:11,,
"Estou gostando muito , muito útil mesmo.",5,0,2.2.427576.0,2021-10-21 11:40:19,,
Aplicativo muito prático e de fácil utilização.,5,0,2.2.422256.0,2021-09-11 23:05:06,,
"Poderia ser mais ágil o APP, mesmo eu tendo um celular potente e rapido esse APP ainda é mal otimizado",4,0,2.2.410255.0,2021-07-02 13:45:01,,
ainda não dou as 5 estrelas por não conseguir utilizar o aplicativo sem abrir o mesmo,4,0,2.2.435306.0,2021-11-21 18:13:00,,
"O aplicativo as vezes engasga e demora muito pra processar, mas cumpre o que promete.",4,0,2.2.422256.0,2021-09-15 23:13:39,,
É muito divertido porém falta mas opções de sonoplastia de barulhos e animais mas é muito legal.,5,4,2.2.410255.0,2021-07-05 23:30:52,,
"Divertido e útil, adorei os aplicativos.",5,0,2.2.423409.0,2021-09-27 10:30:29,,
App otimo o ruim è a nessesidade de conta na amazon que tambem è fasiu de fazer,5,0,2.2.430534.0,2021-10-24 13:20:38,,
"Atende minhas necessidades, e gosto de poder fazer alterações dos lembretes no mesmo e saber das novidades da Alexa!",5,0,2.2.421843.0,2021-09-05 01:59:48,,
Produto funcional e maravilhoso! Só falta melhorar mais nas pesquisas e nas piadas!,5,0,2.2.421843.0,2021-08-30 23:43:20,,
"Gostei muito! Prático, rápido e muito informativo!",5,0,2.2.423409.0,2021-09-28 22:34:59,,
O aplicativo é muito lento para Android.,4,0,2.2.422256.0,2021-09-12 07:56:56,,
"O aplicativo muito bom, porém quando vai sair uma atualização para agente chama a Alexa de qualquer tela sem precisar de entrar no aplicativo",4,0,2.2.416420.0,2021-08-08 06:01:13,,
"Excelente. Maravilhoso. Top, todos deveriam instalar.",5,0,2.2.427576.0,2021-10-16 18:56:06,,
"Estou bem satisfeito, compatível com vários equipamentos e fácil configuração",5,1,2.2.410255.0,2021-07-05 22:23:28,,
Perfeito!!!! Resolvendo minha vida com muito mais organização!!! Obrigado.,5,0,2.2.421843.0,2021-09-11 08:42:49,,
"Alexa é a melhor inteligência artificial para você. Aprende com você, aprende seus gostos e o aplicativo está sempre evoluindo.",5,0,2.2.421843.0,2021-09-07 14:41:04,,
"gostei muito mais poderia ter a opção de abrir aplicativos por voz,por exemplo: Alexa para o resso",4,0,2.2.413073.0,2021-07-17 10:23:06,,
O aplicativo é perfeito o problema que é meio complicado para conectar com outros aparelhos,4,0,2.2.410255.0,2021-06-30 11:34:49,,
"O aplicativo Alexa, + as caixinhas de som Echo são fantásticos. Nota 💯",5,1,2.2.415290.0,2021-07-30 16:22:54,,
Top! Top! Top! Recomendo toda vida e mais seis meses.👏🏼👏🏼👏🏼💪🏼💪🏼😜,5,0,2.2.433151.0,2021-11-05 23:53:15,,
"Aí ativo completo, bem explicativo, até quem é leigo entende muito bem o uso 1",5,0,2.2.423409.0,2021-09-28 12:09:56,,
"Melhor não existe , ótimo, ótimo , otimo .",5,0,2.2.427576.0,2021-10-20 14:40:53,,
"Excelente app, rápido e fácil manuseio. Parabéns.",5,1,2.2.416420.0,2021-08-13 14:12:25,,
Muito legal... Estou amando!!! De vez enquanto ele trava ... Mas fora isso é ótimo.,4,0,2.2.413073.0,2021-07-24 17:06:49,,
Muito bom as funcionalidades deles são muito boas,5,0,2.2.427576.0,2021-10-19 19:02:09,,
"Amo, além de fácil de usar a praticidade na rotina facilita muito o dia a dia, estou super apaixonada 🥰",5,0,2.2.416420.0,2021-08-20 10:31:28,,
"Descobrindo as funcionalidades de Alexa , simplesmente incrível.",5,0,2.2.423409.0,2021-09-29 21:07:41,,
Uma invenção aprovada 😉muito útil ainda mais com a pandemia ela não nos deixa sozinhos. Adorei!,5,0,2.2.423409.0,2021-09-27 19:34:46,,
Completa e totalmente divertida. Venha fazer parte do mundo usando comando de voz.,5,2,2.2.413073.0,2021-07-20 10:59:40,,
"Estou muito satisfeita!! Mas confesso que estou engatinhando pois tem muita coisa para aprender e tem gastar um pouco e não estou podendo ainda, mas no geral esta funcionando muito bem!!!",5,1,2.2.416420.0,2021-08-28 22:12:41,,
"Estou usando na minha central multimidia, uma experiência muito agradavel. Funcionando todos os comandos Parabéns Amazon",5,0,2.2.421843.0,2021-09-07 19:37:13,,
"Muito bom. Recomendo a todos, que gostam de conectivadade e informações, e mais. Surpreendente.",5,0,2.2.410255.0,2021-07-04 12:36:40,,
"Divertida, eficiente e muito útil",5,0,2.2.423409.0,2021-10-01 08:24:21,,
O aplicativo é ótimo mas pode melhorar ainda mais disponibilizando os recursos que ainda não foram liberados para o Brasil.,5,0,2.2.416420.0,2021-08-11 10:17:36,,
"Excelente plataforma, muito acessível e objetiva.",5,0,2.2.410255.0,2021-07-11 20:00:26,,
"Alexa é o máximo. O Google assistent é mais inteligente, mas adoro a Alexa. Uso a Alexa pra quase tudo, mas algumas funções a Alexa ainda não entende.",4,0,2.2.422256.0,2021-09-20 17:20:45,,
O aplicativo e muito bom mas eu queria saber como que faz para estar fora do aplicativo e acionar alexa,5,0,2.2.410255.0,2021-07-06 22:24:31,,
Muito fácil de usar e com muitas opções. Única coisa que poderiam melhorar é as skills para podcasts que ainda são poucas,5,0,2.2.421843.0,2021-09-07 16:08:56,,
As últimas atualizações corrigiram os bugs e ela voltou a funcionar normalmente.,4,8,2.2.410255.0,2021-07-18 17:48:53,,
"Está sendo muito útil, minha tia comprou o Echo dot 4 pra minha família à um tempo mas acho bom pra caramba tanto o dispositivo quanto o aplicativo",4,0,2.2.416420.0,2021-09-01 17:36:58,,
Quando defini como aplicativo de comunicação doncelular ao em vez do Google o tempo de resposta demora ou as vezes ela nem responde,5,0,2.2.413073.0,2021-07-26 11:12:55,,
Interessante e muito útil! Ótima compactibilidade É muito acertiva .,5,0,2.2.413073.0,2021-07-26 00:33:33,,
poderia ser mais fácil na hora de colocar uma rotina,4,0,2.2.436689.0,2021-11-30 20:14:09,,
"Aplicativo muito lento, mas leitura de ebooks é espetacular.",4,0,2.2.416420.0,2021-08-11 22:10:29,,
"Alexa é um EXCELENTE APLICATIVO, muito obrigado!!!",5,0,2.2.427576.0,2021-10-20 13:33:16,,
"Sensacional, adorei,da pra fazer tudo, recomendo",5,0,2.2.430534.0,2021-10-21 14:33:41,,
"O aplicativo em si, é muito útil, só é meio lento às vezes..",4,0,2.2.416420.0,2021-08-19 00:34:45,,
"Vale muito a pena ter uma Alexa, ajuda muito!",5,0,2.2.436689.0,2021-12-07 15:42:53,,
"É excelente, mas precisa melhorar a otimização... Trava muito em meu LG K22.",5,0,2.2.413073.0,2021-07-28 16:13:25,,
"Muito bom, o aplicativo oferece muitas funcionalidades e interação bem legais com o Echo dot.",5,0,2.2.413073.0,2021-07-16 21:37:10,,
Não funciona por comando de voz. Tenho que pressionar o botão de IA ou abrir o App.,5,3,2.2.410255.0,2021-07-03 00:21:52,,
adoro o produto super indico.,5,0,2.2.436689.0,2021-12-03 17:09:30,,
Olha o app e muito bom mais pfv adisione a mesma coisa do ok google eu gosto do app principalmente pelo design dele e por ser mt util,4,0,2.2.410255.0,2021-07-09 17:43:41,,
Fico grato por estar participando desse desenvolvimento tecnológico e poder acompanhar de perto como tudo tem tomado forma,5,0,2.2.422256.0,2021-09-17 22:29:39,,
"Gosto muito deste aplicativo, excelente! Quando teremos compatibilidade com a central multimidia do veículo?",5,0,2.2.416420.0,2021-08-22 15:25:05,,
Muito bom minha casa e praticamente toda tecnologia,5,0,2.2.432925.0,2021-11-04 14:25:41,,
Excelente muito top show parabéns a Amazon que espetaculo de dispositivo Alexa um dia todos vão ter não tem como ninguém fica sem a Alexa,5,0,2.2.422256.0,2021-09-08 19:35:34,,
"muito bom, apenas nao da pra chamar alexa enquanto esta fora do app",5,0,2.2.436689.0,2021-11-28 12:02:42,,
"melhor tecnólogo do mundo, uma aparelho fantástico incrível.",5,0,2.2.436689.0,2021-12-07 21:47:11,,
"Gostaria que tivéssemos a opção ""criar skill"" quando o app disponibilizar essa alternativa eu volto aqui e dou 5 estrelas.",4,0,2.2.410255.0,2021-07-13 17:55:47,,
Simplesmente FANTÁSTICO! Você não vai se arrepender de ter a ALEXA em sua vida!!! Até minha namorada se chama ALEXIA!,5,0,2.2.432925.0,2021-11-01 01:32:35,,
Revolucionou minha vida a experiência de integração de diversos aparelhos.,5,0,2.2.422256.0,2021-09-18 16:39:28,,
Ótimo mas falta mais opções de configurações que existe até mesmo em outros apps,4,0,2.2.413073.0,2021-07-17 20:29:11,,
"E sensacional ALEXIA tem as músicas 🎶que eu procuro parabéns, me sinto muito feliz ter uma ALEXIA é uma maravilha",5,1,2.2.416420.0,2021-08-06 12:45:50,,
"Sensacional. Se houvesse a opção de deixar a Alexa atender só uma pessoa, só uma voz, seria 5 estrelas. Mesmo assim é fantástico!!",4,1,2.2.410255.0,2021-07-04 13:21:31,,
"Até agora sem problema algum, interface bem intuitiva",5,0,2.2.410255.0,2021-07-05 23:22:14,,
"Nos primeiros momentos estou gostando bastante, mas ainda sem saber muito bem como usar ela em todo seu potencial.",5,0,2.2.422256.0,2021-09-08 13:10:14,,
Amei super legal até parece a Alexa caixa ótimo perfeito Dica de vc não instalou tem que instalar agora corra não perca bem legall,5,0,2.2.410255.0,2021-07-08 10:55:01,,
"A Alexa fica lenta quando colocamos muitas rotinas com frases para comandar equipamentos ex tv, luz, ventilador, etc.",4,0,2.2.410255.0,2021-07-04 20:31:54,,
Muito bom!!! Gostei muito. O que me incomoda (mesmo sendo necessário) é que o app é online.,4,0,2.2.423409.0,2021-09-28 22:33:30,,
Excelente aplicativo para conecta-se com a Ecodot.,5,0,2.2.422256.0,2021-09-14 18:29:09,,
"Muito bom o app, bem simples e objetivo.",5,0,2.2.422256.0,2021-09-21 03:53:03,,
Fazendo novas descobertas no app da Alexa. Gostando bastante da aplicabilidade e facilidade de uso.,5,0,2.2.421843.0,2021-09-07 21:16:35,,
Excelente funcionamento. Gosto muito de todas as funções.,5,1,2.2.413073.0,2021-07-22 22:44:50,,
Show de bola... Muito bom msm o aplicativo e a Alexa. Agora como um usuário falou aí recentemente era bom a Amazon aciona o serviço de continuidade pra falar o nome Alexa uma única vez e dar vários comandos.,5,1,2.2.415290.0,2021-07-29 12:42:21,,
App completo e com total interação com a ecodot. Excelente.,5,0,2.2.410255.0,2021-07-03 05:57:27,,
"Inteligência artificial, quase perfeita e que mesmo assim, está a cada dia mais evoluída, e sem falar da altíssima conectividade com inúmeros dispositivos, mesmo sendo de outros fabricantes, realmente um sistema bem flexível e intuitivo, pois depois de configurada, qualquer um sem qualquer conhecimento em dispositivos de eletrônica avançada, pode tranquilamente utilizá-la, inclusive pessoas idosas, pois em alguma situação de emergência, elas podem ligar para seus parentes utilizando a Alexa.",5,97,2.2.436689.0,2021-11-29 22:39:09,,
"Estou amando, foi uma das melhores coisas que comprei. O app, posso configurar tanto nela, quanto pro meu celular. No início tive dúvidas, mas logo consegui fazer o que tem que ser feito. Só existe um problema quando falta luz, apaga todos os meus lembretes. Poderia deixar no app. Tenho sempre que refazer os lembretes, até poderia comprar a base de bateria, mas o app deveria segurar tudo.",5,142,2.2.436689.0,2021-11-29 13:32:32,,
"O app é completo, concentrando quase tudo em uma única interface - desde as funções básicas da Amazon até as skill dia dispositivos conectados. Só perde uma estrela por desempenho, já que é um pouco lento e demora a responder alguns comandos.",4,0,2.2.436689.0,2021-12-07 00:42:53,,
"Estou decepcionado, essa atualização simplesmente não te permite mais colocar suas músicas do Spotify nas rotinas, parece que querem fazer a gente comprar o Amazon music, espero muito que seja apenas um bug e resolvam isso o mais rápido possível.",5,1,2.2.438005.0,2021-12-07 20:50:17,,
"Muito bom app! Sem dúvida, um grande destaque em inteligência artificial. Mas, como todos os demais ainda tem coisas a melhorar. Por exemplo: deixar a voz um pouco menos artificial, colocar mais jogos, deixar ele com uma resposta mais rápida, e ter um desempenho melhor e mais otimizado para aparelhos intermediários.",4,23,2.2.436689.0,2021-11-28 05:04:24,,
"Só instalei quando comprei um echo dot, mas se soubesse das funcionalidades, já teria a muito tempo no celular. Depois da echo, a Alexa passou a ser uma integrante familiar, até minha filha com 2 anos já interage com ela",5,1,2.2.436689.0,2021-12-05 07:44:18,,
"As reclamações sobre a distância que a Alexa escuta e atente seus pedidos não procedem , em casa falo de outro cômodo e ela atente perfeitamente, excelente, nada a reclamar , som robusto perfeito.",4,2,2.2.436689.0,2021-12-01 14:56:19,,
"Muito útil para facilitar a vida , porém nem tudo são flores alguns app não funcionam bem . Quando eu tento abrir a câmara 📷 remotamente não abre e fecha o app , hoje todos meu aparelhos foi desconectado do nada .....",4,0,2.2.436689.0,2021-12-07 20:09:15,,
Excepcional produto e toda a linha. Não conhecia até 11/21. Tempo perdido. Agora é aproveitar as facilidades. Parabéns Amazon.,5,1,2.2.436689.0,2021-11-27 09:41:05,,
"Demorou mas consegui. Deve ser um problema na peça que fica entre o app e a echo dot. Tudo perfeito, som muito bom, pronto para explorar.",5,2,2.2.436689.0,2021-11-28 00:50:46,,
"poderia ativar Alexa no Android sem ter que abrir o aplicativo, somente chamando pelo nome Alexa, ou inclusive com a tela bloqueada com autorização do usuário neste modo.",4,0,2.2.436689.0,2021-11-29 00:09:36,,
Aprendizagem incremental impressionante e muito útil no dia a dia. Foi uma ótima escolha iniciar no mundo das caixas inteligentes e das casas também inteligentes.,5,5,2.2.435306.0,2021-11-17 20:19:08,,
"o app é muito bom, mas ainda falta liberar algumas funções para nós que já são disponíveis nos EUA. tipo rotina por localização geográfica e dar vários comandos em sequência",4,1,2.2.435306.0,2021-11-21 04:08:54,,
"Acho excelente, mas ainda carece de um serviço de vídeo chamada mais integrado com os serviços já existentes. Também, o reconhecimento de voz falha de vez em quando.",5,1,2.2.435306.0,2021-11-23 01:28:45,,
o app em si é muito bom e faz coisas incríveis minha única crítica é em relação a interface que como todos os apps da Amazon são de baixa qualidade,4,1,2.2.436689.0,2021-11-29 11:58:42,,
"ótimo, pois a única coisa que eu não gostei e que para vc ligar para outra pessoa pela Alexa a outra pessoa também tem que ter o app da Alexa e tem que tar adicionado na lista de contato da app da Alexa, mais tirando isso e muito bom",4,1,2.2.436689.0,2021-11-29 15:54:27,,
"muito bom o software, quase se esquece que é uma inteligência artificial, os hardwares da Alexa, fazem a diferença.",5,0,2.2.436689.0,2021-11-27 05:06:36,,
"A skill da TV LG tá muito bugada, mas não é culpa do aplicativo Alexa. Consegui fazer uma gambiarra e minha TV tá funcionando com todos os comandos de voz: abrir YouTube, Disney+, HDMI 1.",4,0,2.2.435306.0,2021-11-20 21:51:22,,
Um pouco complicado de mexer. Algumas funções ficam a critério de tutoriais e isso dificulta para quem quer algo ágil e rápido.,4,0,2.2.436689.0,2021-12-03 21:18:15,,
"comprei a minha primeira echo dot hoje e já estou amando, acredito que nos ajudará muito em casa. O app tem diversas opções e é bastante organizado, vocês podem usar a alexa sem terem o echo dot também o que eu achei bem legal",5,1,2.2.436689.0,2021-11-30 16:05:59,,
estou tendo problemas de acessar nesse momento ela não quer funcionar até renovei a mudei o plano não sei o que aconteceu...mas amoo Alexa no Amazon music! confusa agora .,5,0,2.2.438005.0,2021-12-07 19:14:40,,
App significativo para o dispositico. Facil entendimento aplicabilidade e finalização. Recomendo.,5,1,2.2.436689.0,2021-12-02 11:13:23,,
Simplesmente maravilhoso !!! Adoro lidar com Alexa no meu cotidiano.,5,0,2.2.436689.0,2021-12-01 00:27:03,,
Precisa estar com o aplicativo aberto para funcionar ou abrir manualmente o assistente. Poderia funcionar na tela de bloqueio.,4,0,2.2.435306.0,2021-11-22 09:13:01,,
"Não está funcionando as skills, fala para ativá-las novamente, no entanto estão ativas.",5,0,2.2.438005.0,2021-12-07 19:53:30,,
"Sensacional, me ajuda muito a lembrar das coisas. e pra mim usar a Agenda e lista de compras.",5,1,2.2.436689.0,2021-11-29 00:37:06,,
Funciona muito bem. Tudo é muito fácil de ser configurado. A Amazon não tem nada ruim!,5,1,2.2.436689.0,2021-12-01 21:01:54,,
"Excelente, possui diversas opções de personalização e informações úteis. Precisa melhorar quanto a velocidade de processamento no servidor do Brasil (se mudar a conta para o inglês, a velocidade dos menus é praticamente instantânea). ¶Precisa acrescentar a opção de copiar rotinas e alarmes de um dispositivo echo para outro. ¶Nos alarmes do app, não tem ainda a opção de buscar rádio como toque.",5,141,2.2.430534.0,2021-10-20 07:51:35,,
"superou todas minhas expectativas, produto bem acabado e com um sistema de reconhecimento de voz absurda de boa!",5,0,2.2.436689.0,2021-11-29 14:44:42,,
"É muito bom mesmo,eu consigo inciar um timer ou um alarme a hora que eu quiser,só precisa abrir o app e mandar a Alexa fazer isso.",5,2,2.2.435306.0,2021-11-22 11:22:50,,
"Tem que melhorar os, tem itens da automação que excluí da conta mas ao dar um comando a alexa diz para escolher como se o item estivesse duplicado.",5,0,2.2.436689.0,2021-12-04 18:34:43,,
"A Alexa é ótima, mas o app não funciona direito ao reconhecer alguns pedidos que no Alexa de casa funciona bem.",4,0,2.2.435306.0,2021-11-18 06:38:58,,
"Intuitivo, prático e com funcionalidades que até conhecer a Alexa nunca pensou precisar.",5,1,2.2.436689.0,2021-11-30 20:40:44,,
"Olá. O app poderia ter um sistema de DESPERTADOR no próprio APP mesmo que ao dispensar um alarme o app Alexa (NO CELULAR) executa rotinas. Por ex: ao dispensar um alarme (NO CELULAR) pela manhã ao acordar, a Alexa (APP) execute as rotinas de acender a luz do quarto, ligar uma luz na sala etc... A google tem. Indico usar de inspiração e fazer também. Grato !!!",4,128,2.2.427576.0,2021-10-12 21:27:48,,
