content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
Depois de ontem o aplicativo não reconhece mais minha smartlampada tentei desativar a Skilas n consigo pq quando aperto pra ver as minhas fica carregando sem fim,2,0,2.2.436689.0,2021-12-07 19:14:21,,
Tá um lixo. Alguém da qualidade validou essa versão antes de ser liberada pra download?,2,0,2.2.436689.0,2021-12-04 18:44:38,,
"Aplicativo muito lento, usabilidade sofrível.",2,0,2.2.436689.0,2021-12-07 19:01:30,,
Não está vinculando com a conta do Spotify. Muito lento.,1,1,2.2.438005.0,2021-12-07 17:54:40,,
"Comprei e já estou com problemas.nap vincula a minha conta spotify. Já tentei de tudo aqui, mas sem sucesso.",2,0,2.2.436689.0,2021-12-07 19:16:03,,
"muito complicado, não consigo se quer criar um lembrete e não explica pq, só fala p tentar mas tarde.",1,0,2.2.436689.0,2021-12-05 16:26:57,,
"Algumas aplicações não funcionam portugal, não fornece 100 porcento de informações de pesquisa, quando fala, algumas palavras não se percebe. Pior compra.",1,8,2.2.432925.0,2021-11-02 23:23:32,,
"Os outros nomes para ativar a Alexa é muito ruim, o aparelho nao consegue identificar que estamoa chamando mesmo que as vezes gritando Echo ela não ativa",1,0,2.2.436689.0,2021-11-27 16:10:15,,
"Do nada não abre mais o Deezer, não ascende as lâmpadas. Arrumem logo esse troço Amazon.",1,0,2.2.436689.0,2021-12-07 18:48:49,,
Travamentos e respostas de modo não natural.,2,0,2.2.436689.0,2021-12-03 13:38:35,,
"O app parou de funcionar completamente. E não consigo excluir a conexão com a minha conta do Tunein, porque não existe mais a skill correspondente",1,0,2.2.435197.0,2021-11-10 12:59:17,,
O aplicativo após abrir fica com uma tela preta. Mesmo problema relatado por outros usuários. É necessário corrigir isso.,1,0,2.2.435197.0,2021-11-12 06:47:55,,
não está aceitando dispositivos inteligentes pará iniciar rotinas no Brasil de quase nenhuma marca. um absurdo,1,0,2.2.436689.0,2021-11-27 19:25:03,,
Parou de funcionar o Spotify e meus dispositivos inteligentes,1,0,2.2.438005.0,2021-12-07 18:50:21,,
Perdeu a conexão com o Deezer. App com problemas. Precisa melhorar.,1,0,2.2.438005.0,2021-12-07 19:26:57,,
App muito lento. Skills não funcionam direito.,1,0,2.2.436689.0,2021-12-07 19:28:40,,
"Muito lento, chega a travar meu moto G4. Com essa última atualização nem abre app",1,0,2.2.435197.0,2021-11-16 09:37:50,,
Um dos apps mais lentos que já usei. E só fica pior a cada atualização.,1,0,2.2.435197.0,2021-11-13 18:48:23,,
Ainda continuo com problemas com as rotinas. Desde ontem quero fazer ajustes e incluir rotinas e não está carregando,1,3,2.2.432925.0,2021-11-05 08:38:17,,
Depois da última atualização todas as minhas skills e rotinas sumiram...,1,0,2.2.436689.0,2021-12-07 19:08:14,,
"Não estou conseguindo conectar com minhas skils, não consigo mais ligar as luzes via Jwcom . Vcs poderiam consertar isso, por favor.",2,1,2.2.436689.0,2021-12-07 19:41:45,,
Aplicativo extremamente lento. Você abre e espera uma eternidade para que ele responda. Aplicativo precisa de melhorias urgentes.,1,1,2.2.435197.0,2021-11-14 10:41:00,,
No Samsung Galaxy 20 FE o aplicativo só funciona via 4G. No wi-fi não funciona de jeito nenhum.,2,1,2.2.435197.0,2021-11-10 23:09:11,,
"O aplicativo é bom. Mas 1 milhão de etapas pra eu entrar na minha conta. Não consegui acessar na hora pois eu estava sem meu cartão pra validar o login. Pô, só queria acessar a Alexa e colocar uma música e.e - Não consegui!",1,0,2.2.435197.0,2021-11-13 23:11:15,,
"Aplicativo lento. Tenho celular topo de linha e mesmo assim, lento.",1,0,2.2.435197.0,2021-11-13 11:36:26,,
"Toda hora tenho que instalar e desinstalar ele para na tela preta e não sai,fica difícil mexer nela pelo app VMS resolver isso?",1,1,2.2.435197.0,2021-11-21 11:52:31,,
"Os lembrete não são compatíveis com esse dispositivo. Bezos, WTF!?",1,1,2.2.435197.0,2021-11-16 06:41:58,,
Não aparece o álbum completo de fotos. Falta melhorea explicações de conectividade dos aparelhos.,2,0,2.2.432925.0,2021-11-10 05:42:25,,
"A Alexa não toca as músicas certas. Coloquei o Spotify como padrão, mas parece que não reconhece.",2,0,2.2.427576.0,2021-10-08 12:55:32,,
Impressionante como a echo é tão boa e o aplicativo tão ruim. Trava o tempo todo no Galaxy s20 plus.,1,4,2.2.430534.0,2021-10-26 07:26:35,,
"Péssimo, dps de um tempo nenhuma skill funciona direito, toda vez q tira o aparelho da tomada tem q revincular a conta, experiência horrível",1,1,2.2.426944.0,2021-10-03 19:15:59,,
Parou de funcionar minha lâmpada inteligente desde a última atualização,1,0,2.2.436689.0,2021-12-07 19:09:55,,
"Aplicativo horrível, não abre, nada funciona! Ainda não descobri para que ele serve.",2,0,2.2.435197.0,2021-11-09 18:55:16,,
"Na última atualização Alexa não responde comandos do Spotify, quando joga a música pra ela tocar.",2,0,2.2.426944.0,2021-10-04 20:28:36,,
"Lento demais, aplicativo ótimo para funcionalidades, porém é demasiadamente lento.",2,0,2.2.427576.0,2021-10-15 22:12:18,,
Dispositivos param de serem comandados do nada . Minhas luzes do nada param de funcionar pela alexa... triste,2,0,2.2.426944.0,2021-10-03 18:19:21,,
Reconheu o meu dispositivo como se fosse da 2ª geração. Sendo que o meu é da 4ª geração. Não consigo acionar o relógio.,2,3,2.2.430534.0,2021-10-22 19:18:13,,
Funcionava! HOJE NÃO! Parou de funcionar em novembro de 2021 (as telas e abas ficam vazias) Não encontro meus dispositivos e nem as rotinas!!!),1,1,2.2.435197.0,2021-11-10 18:51:57,,
"Não consigo usar o echo dot, pois o aplicativo fica com a tela toda preta dizendo ""sua conexão atingiu o tempo limite. Tente novamente mais tarde""",1,3,2.2.432925.0,2021-11-07 17:56:05,,
Já tem umas duas semanas que não consigo editar meus alarmes e rotinas o aplicativo não funciona. E não consigo executar a rotina pelo celular só pelas echo,2,1,2.2.432925.0,2021-11-10 01:39:43,,
"O aplicativo parou de se comunicar com a minha tomada e com o meu ar da LG, e com a minha lâmpada inteligente 🤦🏼‍♂️😞",1,0,2.2.436689.0,2021-12-07 19:04:47,,
"O app esta muito lento, nao consigo editar nada mais... tinha cenas etc. O app abre nasa, fica varregando e nada, horrivel.",1,0,2.2.432925.0,2021-11-09 07:34:03,,
"Não consigo entrar, esse aplicativo está horrível, comprei minha Alexa hoje, não consigo usar por causa desse lixo de aplicativo.",1,2,2.2.427576.0,2021-11-04 21:18:26,,
troquei de celular e quero configurar minha alexa mas quando abro o aplicativo e tento fazer o login o aplicativo fecha sozinho,1,0,2.2.436689.0,2021-12-06 22:25:53,,
"Parou de funcionar. Após login, a tela fica toda preta. Tentei contato com o desenvolvedor, mas ninguém responde.",1,3,2.2.432925.0,2021-11-02 10:02:10,,
"Lento, pouco intuitivo e complicado. Piorou , então tirei mais uma estrela",1,1,2.2.426944.0,2021-10-03 18:09:57,,
Não carrega!!!! Simplesmente a tela fica preta e aparece a msg que o tempo de conexão expirou.,1,2,2.2.432925.0,2021-11-08 11:23:09,,
"Poderia liberar todas opções do App que tem fora do Brasil, apenas algumas opções são liberadas pro Brasil, poderia liberar todas...",1,4,2.2.430534.0,2021-10-28 15:29:20,,
Amazon alexa um verdadeiro lixo eletrônico gastamos furtunas para ter uma casa comamdada pela Alex.. Ela quase não responde.. Falha quando pedimos algo. Amazon deveria ser extinta no Brasil.. Só respeita seus americanos e europeu.. Não respeita o brasileiro..,1,0,2.2.432925.0,2021-11-11 00:22:47,,
"Péssimo app, configuração confusa, trava o tempo todo.",1,2,2.2.432925.0,2021-11-03 20:07:20,,
"Menus confusos e geralmente inúteis, integração entre dispostivos é péssima",2,0,2.2.435197.0,2021-11-25 22:07:32,,
Aplicativo parou de funcionar para comando de voz do meu infravermelho.,1,0,2.2.436689.0,2021-12-07 15:52:45,,
"Troquei o provedor de internete a alexa não se conecta mais, apesar de ter feito o login na minha conta na amazon (real dona da alexa).",2,0,2.2.427576.0,2021-10-19 19:51:44,,
"Não é tão funcional , não sincroniza com Android, com agendas, com poucos apps",1,0,2.2.427576.0,2021-10-15 16:57:40,,
O App parou de funcionar completamente nós últimos dias e não abre mais.,1,2,2.2.435197.0,2021-11-16 06:29:29,,
"Após a atualização de hoje deixou de responder às rotinas programas e as feitas de novo, antes da atualização estava tudo bem",1,1,2.2.438005.0,2021-12-07 15:06:03,,
"Tá dando erro direto, tempo limite foi atingido. Estou sem minha Alexa. Consertem isso por favor",1,1,2.2.426944.0,2021-11-09 18:25:03,,
Nunca vi um app tão ruim. Não vincula nada que não seja do ecossistema da Amazon. É de propósito?,1,0,2.2.438005.0,2021-12-07 20:07:10,,
"Péssimo! Achei que era só eu que estava tendo problemas mas quando entrei aqui nas avaliações, é geral msm. Não dá pra fazer nada, ver câmera de segurança, subir foto... Nada!",1,0,2.2.436689.0,2021-11-23 20:37:32,,
Já tava ruim a muito tempo.. agora simplesmente parou de funcionar,1,2,2.2.432925.0,2021-11-09 16:10:11,,
App altamente desotimizado. Demora no carregamento e MTS vezes nem carrega,1,0,2.2.433151.0,2021-11-08 18:00:31,,
"06/10/2021 ainda vou testar , versão anterior travava muito só utilizo para música , parecia rodar pesado .no dia de hj na primeira música travou kkkkkk",2,0,2.2.427576.0,2021-10-06 21:47:20,,
"Lento, pesado, é um troço incômodo que só uso pq preciso configurar a Echo Dot",2,0,2.2.427576.0,2021-10-10 22:36:31,,
Ultimamente está muito lento e falhando as automacoes. Nem consigo abrir as skills,2,0,2.2.426944.0,2021-10-03 18:14:58,,
Atualizem o app. Parou de funcionar com a última atualização do Android!!!,1,1,2.2.432925.0,2021-11-03 17:48:45,,
Nao está funcionando o pareamento com o fire tv via Bluetooth. Som fica quase impercepitivel. Por favor poderiam concertar. Desde já agradeço,1,0,2.2.426944.0,2021-10-09 00:54:11,,
"Ta horrível, minha echo não entende minhas rotinas, e quando entende vive pulando algumas como ""enviar mensagens"" ela pula e vai pro próximo. Fora que é desnecessário as skills serem obrigado a ficar por último. Arrumem e deixem mais personalizável por favor!",1,1,2.2.435197.0,2021-11-12 22:05:36,,
"O app parou de funcionar, tenho que conectar minha echo dot e echo studio e não consigo. PRECISO DE UMA SOLUÇÃO!!!!",1,0,2.2.435197.0,2021-11-10 17:38:26,,
"A assistente ""inteligente"", deveria fazer jus ao nome. As vezes pergunto alguma coisa relativamente fácil, e ela me responde algo nada a ver. Outra coisa q falta: reconhecer músicas sem precisar falar o nome delas.",2,0,2.2.427576.0,2021-10-12 14:28:13,,
"Não deixa adicionar minha TV da Sony, pede pra atualizar o app, sendo que ele já esta atualizado.",1,0,2.2.427576.0,2021-10-11 08:37:07,,
Quando funciona e bom.. não consigo entrar nas configurações.. não consigo entrar nas rotinas...,2,1,2.2.432925.0,2021-11-06 23:35:54,,
Aplicativo está com problemas!! Não aparece nada e sim tela preta...resolvam logo isso por favor,1,1,2.2.432925.0,2021-11-08 22:55:39,,
Pq o aplicativo ficou tão ruim de uma hora para outra? Não abre nada. Tá travando o tempo todo. #Decepcionado,1,0,2.2.435197.0,2021-11-14 22:55:43,,
A coisa mais irritante para min e alguém pronunciar meu nome errado e ela não aceita alterar a forma que sou tratado. Parece um chines vendedo pastel.,1,0,2.2.427576.0,2021-10-07 14:46:55,,
Consumo absurdo de bateria. Quando ajeitarem isso reavalio.,2,0,2.2.427576.0,2021-10-16 07:19:27,,
"O app demora uma eternidade para abrir a página de rotinas, as vezes nem abre...",1,1,2.2.435197.0,2021-11-10 21:54:13,,
"O app não está abrindo, fica carregando e não abre nunca. Como vou usar a automação da minha casa?",1,0,2.2.435306.0,2021-11-17 10:10:42,,
Parou de funcionar desde a última atualização,2,0,2.2.436689.0,2021-12-07 14:08:42,,
"Alem das funcionalidades serem ridículas, não serve pra nada.",1,0,2.2.432925.0,2021-10-29 00:04:10,,
Muito lento e com travamento constante,2,0,2.2.435197.0,2021-11-12 13:28:42,,
"Tenho 2 echos , mas a echo show 8 não consigo abrir a câmera de monitoramento residencial no meu cel ... resolvam isso , por favor...",1,0,2.2.438005.0,2021-12-07 19:49:44,,
"Não mexam no que funciona. Ta péssimo. Não consigo achar gadgets inteligentes nem da tuya, smartlife positivo e afins dps da ultima atualização",2,1,2.2.435197.0,2021-11-10 21:22:36,,
Não está conectado a minha tv tcl vejam isso.,1,1,2.2.435306.0,2021-11-23 17:33:59,,
O aplicativo é lento e agora não dá para ouvir direito os livros porque fica repetindo os capítulo muito chato,2,0,2.2.427576.0,2021-11-06 20:36:13,,
"O aplicativo não ta funcionando, ativar o smartThings.",1,0,2.2.436689.0,2021-12-07 18:44:20,,
"Não funciona corretamente, só diz tente mais tarde novamente! 😒",1,0,2.2.436689.0,2021-12-07 14:16:12,,
"Comprei um echo dot, chegou hoje e não consigo usar, por que o app está com a tela preta.",1,1,2.2.435197.0,2021-11-12 21:50:09,,
Aplicativo não está funcionando a área dos meus dispositivos.,1,0,2.2.435197.0,2021-11-16 12:17:41,,
"Aplicativo não funciona alguém sabe de outros aplicativos que possa ser semelhante,?",1,0,2.2.432925.0,2021-11-07 10:20:31,,
Usa o login da Amazon. Quero resgatar a senha. Dae me mandou um código por email. Digitei o código. Depois fica perguntando a data de vencimento de um cartão que eu nem tenho mais. Agora a única opção que sobrou é ligar pra um número dos EUA pra tentar falar com alguém.,1,0,2.2.436689.0,2021-11-28 07:18:20,,
Meus lembretes simplesmente sumiram. Você coloca a parada pra não esquecer e se lasca...:(,1,1,2.2.432925.0,2021-11-06 01:15:24,,
O video monitoramento parou de funcionar ...na echoshow,1,0,2.2.427576.0,2021-10-08 11:54:51,,
"Cheio de bug, não funciona direito o app. Já tentei várias coisas e nada.",1,1,2.2.432925.0,2021-11-06 09:10:32,,
Parou de funcionar. Apresenta mensagem de que atingiu o tempo limite.,1,0,2.2.432925.0,2021-11-07 15:16:06,,
"App não funciona, tenho 3 echo studios e mais a fire 4k e nada funciona direito! DESANIMADOR! NÃO INDICO A NINGUÉM!",1,0,2.2.432925.0,2021-11-03 18:58:41,,
Só de pensar em abrir o celular já trava.....não importa o quão potente seja o celular péssimo horrível terrível,1,1,2.2.432925.0,2021-11-09 22:40:52,,
Muito lento! Demora demais a carregar quando abre,1,0,2.2.427576.0,2021-10-10 17:35:19,,
Ontem (15/11/21) entrei em contato com a Amazon e disseram que o programa estava em manutenção e que demoraria umas 2h p normalizar... E NADA!!!!!,1,0,2.2.435197.0,2021-11-16 17:52:39,,
"Não consigo ouvir minha playlist do Spotify Premium, ela não entendi e ou não aceita os comandos",1,0,2.2.432925.0,2021-11-06 18:33:11,,
Não consigo configurar. Após escolher o país não continua.,1,0,2.2.435306.0,2021-11-21 11:00:02,,
muito lento. e muito instável.,2,0,2.2.438005.0,2021-12-07 18:14:56,,
Após atualização não consigo ver minhas skills.,2,0,2.2.436689.0,2021-12-07 19:55:11,,
Aplicativo horrível... Só tela preta e carregamento sem fim.,1,0,2.2.436689.0,2021-12-07 18:59:07,,
Não estou conseguindo conectar pelo wi-fi. Apenas pelos dados móveis.,1,0,2.2.435197.0,2021-11-16 22:19:44,,
"Não vincula ao Spotify, ao Ekaza. Péssimo!",1,1,2.2.438005.0,2021-12-07 18:22:35,,
Tenho um Note20 ultra e o aplicativo ainda é muito lento.,1,0,2.2.432925.0,2021-11-08 11:58:02,,
A parte de comunicação não está funcionando.,2,0,2.2.436689.0,2021-12-03 19:32:50,,
"Extremamente lento, alexas lentas, semanas horríveis",1,1,2.2.433151.0,2021-11-05 15:10:12,,
Comprei uma echo dot 4 e fiquei dias sem conseguir configurar saiu uma atualização eu finalmente consegui configurar mas dias depois ja parou de novo. Não consigo criar nenhuma rotina. Não recomendo.,1,1,2.2.435197.0,2021-11-14 16:32:04,,
Orivel passei horas tentando criar a conta mas não vai olhei tutorial já que eu não estava conseguindo mas ano adiantada orivel não baixem.,1,0,2.2.430534.0,2021-10-26 16:21:10,,
"É bem funcional, mas quando tem que reconfigurar é uma m.e.r.d.a.!!!",1,0,2.2.436689.0,2021-12-02 11:37:29,,
vive dando mensagem de dispositivo não compatível. meu celular m21 Samsung 2020,2,0,2.2.436689.0,2021-11-26 07:10:08,,
"Deixou de funcionar, só aparece uma tela preta.",1,1,2.2.435197.0,2021-11-10 16:37:17,,
"As funções não abrem, não consigo alterar as rotinas, nem configurar as extensões.",1,0,2.2.432925.0,2021-11-10 09:36:10,,
"Não consigo parear o echo dot 4, fica dando erro de conectividade, mesmo do lado do modem.",1,0,2.2.436689.0,2021-12-07 15:09:07,,
Não possui mais modo noturno no meu celular e parou de funcionar o controle das lâmpadas positivo,2,1,2.2.426944.0,2021-10-03 18:29:47,,
Aplicativo trava na hora de adicionar rotinas.,2,0,2.2.436689.0,2021-11-25 19:31:03,,
Chamada de vídeo não deixaais rotacionar a tela e fica uma telinha minúscula na echo show 5.,1,0,2.2.435197.0,2021-11-17 16:31:02,,
"Não funciona o Spotify pelo app, simplesmente a Alexa não encontra",2,0,2.2.427576.0,2021-10-17 03:31:52,,
Inteligência artificial limitada. Aparelho e software ruins.,1,0,2.2.427576.0,2021-10-16 10:20:56,,
não é possível configurar o aparelho fala que ta sem internet ...,1,0,2.2.436689.0,2021-12-06 23:04:37,,
"Lento como sempre, nenhuma atualização melhora isso nunca",1,1,2.2.435197.0,2021-11-18 17:12:49,,
"Não consigo fazer login no app. Ao tentar fazer o login, o app fecha sozinho.",1,1,2.2.430534.0,2021-10-23 15:58:12,,
"Abuso, Comprei um Fire tablet 2021 e essa coisa não funciona somente no site tablet da própria amazon piada com a cara do consumidor???",1,0,2.2.427576.0,2021-10-17 18:02:51,,
"A nota é para o App, a Alexa é excelente.",2,0,2.2.426944.0,2021-10-04 16:28:19,,
Estou tentando logar e simplesmente fica numa tela preta e não sai mais! Já desinstalei e instalei e nada,1,4,2.2.435197.0,2021-11-14 02:42:11,,
"Arruma o app, não tô conseguindo fazer nada na minha Alexa, já se passaram mais de 1 semana",1,0,2.2.435197.0,2021-11-11 01:26:53,,
"Eu comprei a geração 4 ainda não consegui usar ainda me arrependo de ter comprado,só vejo comentários ruins eu comprei uma coisa que não presta.",1,1,2.2.435197.0,2021-11-14 03:01:00,,
lembretes não está funcionando após atualizar.,1,0,2.2.435197.0,2021-11-16 12:01:33,,
Poderiam aumentar a qualidade das músicas como no Amazon music.,2,0,2.2.432925.0,2021-11-08 08:37:39,,
Estou tentando enviar avisos para o fire stick tv e não estou conseguindo mais. Diz que o aparelho está indisponível. Mas nas configurações tudo normal.,1,0,2.2.427576.0,2021-10-11 11:41:19,,
Muito complicado de mexer e lento para executar as funcoes,2,0,2.2.427576.0,2021-10-24 09:35:48,,
"Ao solicitar que toque músicas pelo Deezer, na maioria das vezes não entende ou toca pela Amazon...",1,0,2.2.436689.0,2021-12-01 22:25:33,,
"Baixei o app para ouvir meus audiobooks Kindle, mas está dando erro e não consigo ouvi-los.",2,0,2.2.436689.0,2021-11-25 15:43:14,,
"Muito instável, a câmera funciona quando quer.",1,0,2.2.432925.0,2021-11-07 09:27:47,,
Para automatizar convém que ache um bom profissional para evitar dor de cabeça.,2,0,2.2.427576.0,2021-10-17 00:46:06,,
"A tela fica toda preta. Não está abrindo o aplicativo. Mtooo ruim. Estava indo mto bem, agora está dando problema.",1,1,2.2.432925.0,2021-11-10 07:27:12,,
Aplicativo trava demais e é extremamente lento,2,0,2.2.426944.0,2021-10-04 01:13:51,,
Parou de reconhecer o app cloud inteligence. Trava muito o app alexa.,2,0,2.2.426944.0,2021-10-01 17:48:47,,
"Aplicativo péssimo. Trava muito, demora a responder. Só uso pq sou obrigado.",1,0,2.2.436689.0,2021-11-24 20:24:09,,
O modo mãos livres simplesmente não funciona.,2,0,2.2.435306.0,2021-11-23 05:41:21,,
está bugando toda hora e não consigo botar música nele! pfvr me digam o que fazer,1,0,2.2.432925.0,2021-11-02 11:30:56,,
"o aplicativo não responde aos comandos, está cada dia pior",1,0,2.2.435306.0,2021-11-17 15:33:43,,
"Problemas: alexa poderia ouvir melhor, deveria responder mais rápido. pra mim esses foi os dois problemas que tá me incomodando",1,0,2.2.436689.0,2021-12-03 11:36:01,,
"muito lenta, demorando a responder, já foi melhor.",1,0,2.2.436689.0,2021-12-07 19:20:49,,
Compatibilidade é um ponto a ser melhorado,2,0,2.2.436689.0,2021-11-30 17:30:28,,
Mais ou menos. Não gostei dos lembretes. É muito simples.,2,0,2.2.427576.0,2021-10-16 12:41:42,,
App extremamente lento e arrastado,2,0,2.2.432925.0,2021-11-05 01:35:09,,
"Lixo trava demais, o modo home theath falha demais, nem sempre ela toca as músicas desejadas",1,0,2.2.426944.0,2021-10-02 16:43:16,,
"Não aceita conta do ""Tidal"" na Echo show 8. Por favor arrumem isso.",1,0,2.2.436689.0,2021-12-05 11:28:23,,
"Estou com problema o aplicativo fica em uma TELA preta, preciso configurar o Wi-Fi e não estou conseguindo.",1,1,2.2.432925.0,2021-11-07 10:55:59,,
"Tudo muito lento(e está cada vez pior,tem um delay enorme)a abrir e raramente reage ao primeiro toque. Para quando tudo em português de Portugal falado por 200 Milhoes em todo o mundo,sem haver necessidade de andar a configurar TUDO em lojas de países diferentes.",1,11,2.2.413073.0,2021-07-15 07:47:26,,
"Só ñ dou 0 estrelas porque não pode, fui pedir uma música de KPOP e ela disse que não tinha, sendo que tinha. Eu só falo uma coisa é o pior robô que eu já vi em toda a história da minha vida. Achei que a Amazon era melhor que isso...",1,1,2.2.432925.0,2021-11-01 19:46:06,,
Está o dia todo com problema.. não funciona o app! Diz que está demorando demais para responder,1,2,2.2.432925.0,2021-11-03 20:20:24,,
O app não funciona. Só aparece uma tela preta,1,0,2.2.435197.0,2021-11-16 15:47:46,,
Pioorrrrrrr app do mundo ... Depois desse atualização o app não presta pra nada,1,0,2.2.436689.0,2021-11-28 11:43:45,,
Não consigo configurar pra ela fazer chamadas de emergência pra telefones diretos,1,0,2.2.427576.0,2021-10-17 09:09:58,,
Não instala e quando instala aparece um número que não tenho acesso,1,0,2.2.426944.0,2021-10-03 18:01:10,,
"App feito pra 🐖 usar. Amazon tá tentando cobrir o buraco deixado pela Apple, entregando 💩 com perfume e uma roupa bonita.",1,0,2.2.432925.0,2021-10-30 12:10:38,,
"Não consigo configurar echo show 8 com o aplicativo, e não encontro informações nenhuma",1,0,2.2.430534.0,2021-10-26 14:19:13,,
Minha Alexa não conecta ao wi-fi :(,1,0,2.2.427576.0,2021-10-08 07:02:16,,
"Não consegui entrar no App, pq meus dados estão dando errado sendo q eu uso eles para tudo. Odiei",1,0,2.2.427576.0,2021-10-18 12:00:27,,
"Horrivel, comprei uma e nao consigo fazer a configuração porwue o app nao abre so fica com a tela escura",1,1,2.2.432925.0,2021-11-06 02:56:52,,
Travou. Já desinstalei e reinstalei e nada. Apenas tela preta.,2,0,2.2.432925.0,2021-11-01 23:19:14,,
Tenho q mudar o wi-fi mas a conta na Alexa n abre... Aparece a logo da Amazon e fica tudo preto 🤨🤬,1,1,2.2.432925.0,2021-11-07 15:09:49,,
"Ela mal me compreende, se limita a fazer buscas como a Google Assistente e quase nunca sabe nada do que pergunto.",2,0,2.2.432925.0,2021-11-01 18:36:54,,
Aplicativo lixo não dá pra entrar agente faz tudo que mandar mais no final não dá em nada 😠😬😬😡😡eu só perdi meu tempo,1,0,2.2.432925.0,2021-11-05 01:37:00,,
Câmera da echoshow não funciona em celular com processador Dimensity - MediaTek,1,0,2.2.436689.0,2021-11-28 22:03:22,,
Tá orivel travando muito o aplicativo .,1,0,2.2.436689.0,2021-12-02 19:55:22,,
Muito lento o app. Obrigado,1,0,2.2.426944.0,2021-10-06 11:06:15,,
As pessoas ficam encantados com a Alexa/Echo no início e dão nota boa porém o app em sí é terrível e muito mal otimizado.,1,0,2.2.423409.0,2021-09-23 01:33:00,,
Coloco meu login e senha e a tela fica toda preta. Não sai disso.,1,1,2.2.432925.0,2021-11-06 07:54:16,,
"O equipamento é bom, ja o APP..... Muito fraco. Trava sempre.",2,0,2.2.427576.0,2021-10-10 10:00:31,,
Extremamente não-responsivo: provavelmente o app mais lento de toda a play store,2,3,2.2.416420.0,2021-08-16 02:25:46,,
"No celular Poco x3 pro ,o app após receber o primeiro comando de voz para por aí e não funciona mais",1,0,2.2.423409.0,2021-09-26 07:19:38,,
O aplicativo trava muito no celular!,2,2,2.2.432925.0,2021-11-04 16:41:46,,
Travando muito. Traticamente não abre. Quando abre não reconhece os dispositivos da minha casa,2,0,2.2.423409.0,2021-09-25 14:30:30,,
"Lixo. Se colocar seu bebê p dormir, ela vai acorda-lo com algum anúncio inútil. Pode ter certeza, ela sabe como irritar!",1,0,2.2.427576.0,2021-10-21 14:52:21,,
Não estou conseguindo conectar com wi-fi.,1,0,2.2.435306.0,2021-11-17 18:42:29,,
"Lenta no Android, rápida em iOS. Deixou de conseguir reproduzir música no Marantz, tanto a partir do Echo Dot como da App Android.",2,0,2.2.416420.0,2021-08-19 22:51:48,,
"Olá, venho pedir que corrija erro do aplicativo, ele esta agarrando d+... Nao sei oq esta acontecendo mais quando tento conctar o meu echo dot, ele buga e tudo começa a dar errado, nao faz drop in nem nada, ja atualizei fa fiz de tudo, mais mesmo assim ele agarra muito . por favor façam uma atualizaçao para corrigir bugs etc... Obrigado",1,0,2.2.413073.0,2021-09-11 01:54:59,,
O aplicativo parou de funcionar já tem dias,1,0,2.2.432925.0,2021-11-08 12:07:20,,
"Péssimo app, não funciona direito, não acha nada.",1,0,2.2.426944.0,2021-10-01 10:58:33,,
SMS de validação da conta não chega nem enviando do app e nem do site. Não permitindo login.,1,0,2.2.423409.0,2021-09-26 12:32:40,,
Tela preta. Não adiciona novos dispositivos.,1,1,2.2.432925.0,2021-11-06 09:15:36,,
"Não consigo ligar no app... preciso organizar minha casa, por favor resolvam esse problema!",1,1,2.2.432925.0,2021-11-08 07:16:38,,
Aplicativo muito pesado não recomendo e lento,2,0,2.2.432925.0,2021-11-11 08:52:53,,
"Esse ap é muito ruim, já estou pagando e Alexa não toca nada que a gente pede. Decepcionada!",1,1,2.2.432925.0,2021-11-07 15:24:16,,
Estou tendo um baita problema com este app ele conectou a minha caixa Bluetooth e agora não consigo aumentar mais o volume caixa de som Pelo fire stick tv da Amazon,1,0,2.2.422256.0,2021-09-20 14:21:18,,
app muito lento e travando,2,0,2.2.436689.0,2021-11-27 15:41:15,,
Carregando eternamente as abas Echo dot n conecta ao wifi...,1,3,2.2.432925.0,2021-11-04 22:39:04,,
N tá abrindo a configuração!!! Já tá semana q n funciona!!!!,1,1,2.2.435197.0,2021-11-10 21:38:20,,
"Aplicativo não ta reconhecendo skills nem comandos, a skil da smartlife por exemplo não ta funcionando",1,1,2.2.426944.0,2021-10-03 17:56:11,,
"Péssima, sou brasileiro e moro na Bélgica, e minhas skill vem tudo em inglês, já estou a um mês fazendo procedimentos para mudar isso, mais nada muda, já mudei endereço no site, no plicativo, já fiz de tudo mais nadada certo. Gostaria das noticias e as skills do Brasil mais parece que não vai ser possível. Ainda sem opção de português",1,0,2.2.410255.0,2021-07-04 15:03:51,,
O despertador não funciona mais,1,0,2.2.436689.0,2021-12-02 08:35:26,,
As vezes não funciona ou para as músicas,2,0,2.2.430534.0,2021-10-29 06:21:11,,
Muito lenta aplicação não gosto podia ser melhor ⭐,1,1,2.2.432925.0,2021-11-07 16:47:44,,
não tá funcionando direito horrível 😔 decepcionante,1,2,2.2.436689.0,2021-12-07 16:45:17,,
"Limitado, lento e consome muita bateria e memória! 👎🏾",1,0,2.2.422256.0,2021-09-19 13:51:14,,
"App todo bugado , n consigo nem logar",1,0,2.2.436689.0,2021-12-07 14:04:36,,
"Muito recurso não disponível, como reconhecimento individual de voz!!",1,1,2.2.422256.0,2021-09-16 14:15:26,,
